DATE,WGS20YR
1986-05-09,7.66
1986-05-16,7.92
1986-05-23,7.95
1986-05-30,7.75
1986-06-06,8.05
1986-06-13,7.85
1986-06-20,7.54
1986-06-27,7.4
1986-07-04,7.29
1986-07-11,7.26
1986-07-18,7.18
1986-07-25,7.3
1986-08-01,7.47
1986-08-08,7.47
1986-08-15,7.28
1986-08-22,7.18
1986-08-29,7.17
1986-09-05,7.33
1986-09-12,7.57
1986-09-19,7.66
1986-09-26,7.64
1986-10-03,7.55
1986-10-10,7.5
1986-10-17,7.71
1986-10-24,7.71
1986-10-31,7.59
1986-11-07,7.49
1986-11-14,7.49
1986-11-21,7.38
1986-11-28,7.31
1986-12-05,7.26
1986-12-12,7.26
1986-12-19,7.29
1986-12-26,7.25
1987-01-02,7.36
1993-10-01,6.12
1993-10-08,6.09
1993-10-15,5.99
1993-10-22,6.03
1993-10-29,6.14
1993-11-05,6.31
1993-11-12,6.35
1993-11-19,6.39
1993-11-26,6.47
1993-12-03,6.42
1993-12-10,6.31
1993-12-17,6.45
1993-12-24,6.41
1993-12-31,6.41
1994-01-07,6.48
1994-01-14,6.34
1994-01-21,6.38
1994-01-28,6.35
1994-02-04,6.38
1994-02-11,6.52
1994-02-18,6.58
1994-02-25,6.76
1994-03-04,6.86
1994-03-11,6.95
1994-03-18,6.96
1994-03-25,7.02
1994-04-01,7.18
1994-04-08,7.41
1994-04-15,7.39
1994-04-22,7.44
1994-04-29,7.34
1994-05-06,7.51
1994-05-13,7.69
1994-05-20,7.44
1994-05-27,7.54
1994-06-03,7.5
1994-06-10,7.39
1994-06-17,7.5
1994-06-24,7.57
1994-07-01,7.67
1994-07-08,7.74
1994-07-15,7.74
1994-07-22,7.62
1994-07-29,7.6
1994-08-05,7.49
1994-08-12,7.66
1994-08-19,7.63
1994-08-26,7.69
1994-09-02,7.62
1994-09-09,7.76
1994-09-16,7.87
1994-09-23,7.93
1994-09-30,7.99
1994-10-07,8.08
1994-10-14,8.01
1994-10-21,8.06
1994-10-28,8.16
1994-11-04,8.21
1994-11-11,8.26
1994-11-18,8.22
1994-11-25,8.15
1994-12-02,8.1
1994-12-09,7.99
1994-12-16,8.0
1994-12-23,7.97
1994-12-30,7.96
1995-01-06,8.02
1995-01-13,7.99
1995-01-20,7.95
1995-01-27,7.97
1995-02-03,7.81
1995-02-10,7.76
1995-02-17,7.73
1995-02-24,7.69
1995-03-03,7.61
1995-03-10,7.68
1995-03-17,7.48
1995-03-24,7.55
1995-03-31,7.51
1995-04-07,7.48
1995-04-14,7.46
1995-04-21,7.46
1995-04-28,7.41
1995-05-05,7.29
1995-05-12,7.04
1995-05-19,6.95
1995-05-26,6.86
1995-06-02,6.66
1995-06-09,6.6
1995-06-16,6.64
1995-06-23,6.54
1995-06-30,6.6
1995-07-07,6.59
1995-07-14,6.56
1995-07-21,6.84
1995-07-28,6.9
1995-08-04,6.92
1995-08-11,6.95
1995-08-18,7.0
1995-08-25,6.93
1995-09-01,6.74
1995-09-08,6.65
1995-09-15,6.61
1995-09-22,6.64
1995-09-29,6.7
1995-10-06,6.55
1995-10-13,6.47
1995-10-20,6.38
1995-10-27,6.4
1995-11-03,6.36
1995-11-10,6.35
1995-11-17,6.34
1995-11-24,6.36
1995-12-01,6.25
1995-12-08,6.1
1995-12-15,6.13
1995-12-22,6.19
1995-12-29,6.06
1996-01-05,6.06
1996-01-12,6.18
1996-01-19,6.06
1996-01-26,6.11
1996-02-02,6.11
1996-02-09,6.17
1996-02-16,6.16
1996-02-23,6.46
1996-03-01,6.55
1996-03-08,6.57
1996-03-15,6.82
1996-03-22,6.82
1996-03-29,6.81
1996-04-05,6.85
1996-04-12,7.07
1996-04-19,6.99
1996-04-26,6.98
1996-05-03,7.13
1996-05-10,7.21
1996-05-17,7.05
1996-05-24,7.02
1996-05-31,7.09
1996-06-07,7.16
1996-06-14,7.3
1996-06-21,7.25
1996-06-28,7.16
1996-07-05,7.12
1996-07-12,7.23
1996-07-19,7.11
1996-07-26,7.12
1996-08-02,7.03
1996-08-09,6.86
1996-08-16,6.9
1996-08-23,6.98
1996-08-30,7.17
1996-09-06,7.26
1996-09-13,7.22
1996-09-20,7.15
1996-09-27,7.07
1996-10-04,6.95
1996-10-11,6.92
1996-10-18,6.92
1996-10-25,6.92
1996-11-01,6.79
1996-11-08,6.66
1996-11-15,6.56
1996-11-22,6.53
1996-11-29,6.51
1996-12-06,6.52
1996-12-13,6.66
1996-12-20,6.73
1996-12-27,6.67
1997-01-03,6.76
1997-01-10,6.89
1997-01-17,6.9
1997-01-24,6.92
1997-01-31,6.95
1997-02-07,6.8
1997-02-14,6.73
1997-02-21,6.7
1997-02-28,6.85
1997-03-07,6.96
1997-03-14,7.01
1997-03-21,7.09
1997-03-28,7.11
1997-04-04,7.21
1997-04-11,7.23
1997-04-18,7.21
1997-04-25,7.21
1997-05-02,7.08
1997-05-09,7.0
1997-05-16,6.98
1997-05-23,7.04
1997-05-30,7.07
1997-06-06,6.93
1997-06-13,6.87
1997-06-20,6.76
1997-06-27,6.8
1997-07-04,6.78
1997-07-11,6.61
1997-07-18,6.57
1997-07-25,6.52
1997-08-01,6.44
1997-08-08,6.59
1997-08-15,6.7
1997-08-22,6.65
1997-08-29,6.71
1997-09-05,6.68
1997-09-12,6.7
1997-09-19,6.49
1997-09-26,6.43
1997-10-03,6.4
1997-10-10,6.39
1997-10-17,6.46
1997-10-24,6.44
1997-10-31,6.27
1997-11-07,6.27
1997-11-14,6.22
1997-11-21,6.15
1997-11-28,6.15
1997-12-05,6.12
1997-12-12,6.15
1997-12-19,6.04
1997-12-26,5.99
1998-01-02,6.01
1998-01-09,5.82
1998-01-16,5.8
1998-01-23,5.93
1998-01-30,5.96
1998-02-06,5.96
1998-02-13,5.96
1998-02-20,5.9
1998-02-27,6.0
1998-03-06,6.11
1998-03-13,5.99
1998-03-20,5.95
1998-03-27,5.99
1998-04-03,5.97
1998-04-10,5.93
1998-04-17,5.97
1998-04-24,6.03
1998-05-01,6.1
1998-05-08,6.03
1998-05-15,6.06
1998-05-22,6.0
1998-05-29,5.93
1998-06-05,5.89
1998-06-12,5.81
1998-06-19,5.77
1998-06-26,5.75
1998-07-03,5.73
1998-07-10,5.71
1998-07-17,5.82
1998-07-24,5.79
1998-07-31,5.83
1998-08-07,5.74
1998-08-14,5.7
1998-08-21,5.68
1998-08-28,5.57
1998-09-04,5.47
1998-09-11,5.41
1998-09-18,5.38
1998-09-25,5.34
1998-10-02,5.19
1998-10-09,5.16
1998-10-16,5.39
1998-10-23,5.42
1998-10-30,5.35
1998-11-06,5.54
1998-11-13,5.48
1998-11-20,5.46
1998-11-27,5.46
1998-12-04,5.31
1998-12-11,5.29
1998-12-18,5.32
1998-12-25,5.47
1999-01-01,5.42
1999-01-08,5.47
1999-01-15,5.49
1999-01-22,5.44
1999-01-29,5.39
1999-02-05,5.53
1999-02-12,5.62
1999-02-19,5.69
1999-02-26,5.8
1999-03-05,5.93
1999-03-12,5.86
1999-03-19,5.78
1999-03-26,5.87
1999-04-02,5.92
1999-04-09,5.78
1999-04-16,5.78
1999-04-23,5.83
1999-04-30,5.85
1999-05-07,6.01
1999-05-14,6.09
1999-05-21,6.12
1999-05-28,6.11
1999-06-04,6.27
1999-06-11,6.35
1999-06-18,6.37
1999-06-25,6.45
1999-07-02,6.34
1999-07-09,6.33
1999-07-16,6.2
1999-07-23,6.23
1999-07-30,6.34
1999-08-06,6.42
1999-08-13,6.52
1999-08-20,6.43
1999-08-27,6.35
1999-09-03,6.5
1999-09-10,6.51
1999-09-17,6.52
1999-09-24,6.46
1999-10-01,6.5
1999-10-08,6.58
1999-10-15,6.68
1999-10-22,6.74
1999-10-29,6.68
1999-11-05,6.48
1999-11-12,6.42
1999-11-19,6.44
1999-11-26,6.53
1999-12-03,6.64
1999-12-10,6.54
1999-12-17,6.67
1999-12-24,6.82
1999-12-31,6.8
2000-01-07,6.88
2000-01-14,6.91
2000-01-21,6.92
2000-01-28,6.77
2000-02-04,6.61
2000-02-11,6.6
2000-02-18,6.55
2000-02-25,6.44
2000-03-03,6.45
2000-03-10,6.48
2000-03-17,6.4
2000-03-24,6.3
2000-03-31,6.3
2000-04-07,6.12
2000-04-14,6.13
2000-04-21,6.22
2000-04-28,6.28
2000-05-05,6.48
2000-05-12,6.61
2000-05-19,6.59
2000-05-26,6.54
2000-06-02,6.39
2000-06-09,6.27
2000-06-16,6.25
2000-06-23,6.3
2000-06-30,6.3
2000-07-07,6.23
2000-07-14,6.22
2000-07-21,6.23
2000-07-28,6.13
2000-08-04,6.08
2000-08-11,6.03
2000-08-18,6.02
2000-08-25,5.98
2000-09-01,6.0
2000-09-08,5.99
2000-09-15,6.06
2000-09-22,6.19
2000-09-29,6.14
2000-10-06,6.17
2000-10-13,6.06
2000-10-20,6.0
2000-10-27,5.94
2000-11-03,6.02
2000-11-10,6.09
2000-11-17,5.99
2000-11-24,5.91
2000-12-01,5.84
2000-12-08,5.73
2000-12-15,5.65
2000-12-22,5.56
2000-12-29,5.58
2001-01-05,5.54
2001-01-12,5.61
2001-01-19,5.65
2001-01-26,5.75
2001-02-02,5.65
2001-02-09,5.59
2001-02-16,5.65
2001-02-23,5.69
2001-03-02,5.53
2001-03-09,5.52
2001-03-16,5.45
2001-03-23,5.42
2001-03-30,5.59
2001-04-06,5.62
2001-04-13,5.72
2001-04-20,5.86
2001-04-27,5.88
2001-05-04,5.83
2001-05-11,5.85
2001-05-18,5.98
2001-05-25,5.98
2001-06-01,5.98
2001-06-08,5.87
2001-06-15,5.82
2001-06-22,5.79
2001-06-29,5.81
2001-07-06,5.91
2001-07-13,5.83
2001-07-20,5.69
2001-07-27,5.67
2001-08-03,5.65
2001-08-10,5.65
2001-08-17,5.58
2001-08-24,5.53
2001-08-31,5.48
2001-09-07,5.53
2001-09-14,5.43
2001-09-21,5.58
2001-09-28,5.53
2001-10-05,5.35
2001-10-12,5.43
2001-10-19,5.37
2001-10-26,5.33
2001-11-02,5.13
2001-11-09,5.03
2001-11-16,5.31
2001-11-23,5.54
2001-11-30,5.6
2001-12-07,5.63
2001-12-14,5.83
2001-12-21,5.79
2001-12-28,5.81
2002-01-04,5.83
2002-01-11,5.71
2002-01-18,5.6
2002-01-25,5.7
2002-02-01,5.66
2002-02-08,5.6
2002-02-15,5.65
2002-02-22,5.59
2002-03-01,5.61
2002-03-08,5.8
2002-03-15,5.98
2002-03-22,6.0
2002-03-29,6.0
2002-04-05,5.93
2002-04-12,5.85
2002-04-19,5.85
2002-04-26,5.79
2002-05-03,5.73
2002-05-10,5.77
2002-05-17,5.91
2002-05-24,5.84
2002-05-31,5.78
2002-06-07,5.77
2002-06-14,5.67
2002-06-21,5.57
2002-06-28,5.61
2002-07-05,5.61
2002-07-12,5.52
2002-07-19,5.52
2002-07-26,5.4
2002-08-02,5.44
2002-08-09,5.3
2002-08-16,5.13
2002-08-23,5.17
2002-08-30,5.12
2002-09-06,4.93
2002-09-13,4.95
2002-09-20,4.83
2002-09-27,4.79
2002-10-04,4.78
2002-10-11,4.78
2002-10-18,5.14
2002-10-25,5.22
2002-11-01,5.07
2002-11-08,5.03
2002-11-15,4.94
2002-11-22,5.04
2002-11-29,5.14
2002-12-06,5.13
2002-12-13,5.01
2002-12-20,5.04
2002-12-27,4.91
2003-01-03,4.93
2003-01-10,5.08
2003-01-17,5.07
2003-01-24,4.96
2003-01-31,4.96
2003-02-07,4.92
2003-02-14,4.91
2003-02-21,4.88
2003-02-28,4.78
2003-03-07,4.68
2003-03-14,4.68
2003-03-21,4.94
2003-03-28,4.96
2003-04-04,4.91
2003-04-11,4.95
2003-04-18,4.94
2003-04-25,4.89
2003-05-02,4.82
2003-05-09,4.7
2003-05-16,4.51
2003-05-23,4.34
2003-05-30,4.38
2003-06-06,4.37
2003-06-13,4.21
2003-06-20,4.31
2003-06-27,4.43
2003-07-04,4.56
2003-07-11,4.68
2003-07-18,4.88
2003-07-25,5.09
2003-08-01,5.34
2003-08-08,5.34
2003-08-15,5.45
2003-08-22,5.39
2003-08-29,5.38
2003-09-05,5.42
2003-09-12,5.27
2003-09-19,5.18
2003-09-26,5.09
2003-10-03,5.0
2003-10-10,5.21
2003-10-17,5.35
2003-10-24,5.23
2003-10-31,5.2
2003-11-07,5.27
2003-11-14,5.22
2003-11-21,5.07
2003-11-28,5.13
2003-12-05,5.2
2003-12-12,5.15
2003-12-19,5.05
2003-12-26,5.03
2004-01-02,5.13
2004-01-09,5.11
2004-01-16,4.92
2004-01-23,4.92
2004-01-30,5.02
2004-02-06,4.99
2004-02-13,4.93
2004-02-20,4.92
2004-02-27,4.9
2004-03-05,4.86
2004-03-12,4.66
2004-03-19,4.65
2004-03-26,4.65
2004-04-02,4.82
2004-04-09,5.03
2004-04-16,5.18
2004-04-23,5.24
2004-04-30,5.28
2004-05-07,5.39
2004-05-14,5.56
2004-05-21,5.49
2004-05-28,5.41
2004-06-04,5.47
2004-06-11,5.52
2004-06-18,5.46
2004-06-25,5.4
2004-07-02,5.35
2004-07-09,5.24
2004-07-16,5.22
2004-07-23,5.2
2004-07-30,5.3
2004-08-06,5.17
2004-08-13,5.06
2004-08-20,5.04
2004-08-27,5.05
2004-09-03,4.98
2004-09-10,4.99
2004-09-17,4.92
2004-09-24,4.8
2004-10-01,4.84
2004-10-08,4.95
2004-10-15,4.85
2004-10-22,4.79
2004-10-29,4.79
2004-11-05,4.85
2004-11-12,4.95
2004-11-19,4.88
2004-11-26,4.86
2004-12-03,5.02
2004-12-10,4.86
2004-12-17,4.8
2004-12-24,4.84
2004-12-31,4.92
2005-01-07,4.88
2005-01-14,4.8
2005-01-21,4.71
2005-01-28,4.7
2005-02-04,4.62
2005-02-11,4.49
2005-02-18,4.61
2005-02-25,4.74
2005-03-04,4.79
2005-03-11,4.84
2005-03-18,4.91
2005-03-25,4.98
2005-04-01,4.93
2005-04-08,4.87
2005-04-15,4.79
2005-04-22,4.68
2005-04-29,4.64
2005-05-06,4.64
2005-05-13,4.62
2005-05-20,4.53
2005-05-27,4.47
2005-06-03,4.33
2005-06-10,4.31
2005-06-17,4.46
2005-06-24,4.35
2005-07-01,4.31
2005-07-08,4.41
2005-07-15,4.46
2005-07-22,4.52
2005-07-29,4.53
2005-08-05,4.61
2005-08-12,4.62
2005-08-19,4.5
2005-08-26,4.46
2005-09-02,4.36
2005-09-09,4.44
2005-09-16,4.53
2005-09-23,4.56
2005-09-30,4.59
2005-10-07,4.64
2005-10-14,4.72
2005-10-21,4.75
2005-10-28,4.82
2005-11-04,4.89
2005-11-11,4.89
2005-11-18,4.81
2005-11-25,4.77
2005-12-02,4.79
2005-12-09,4.8
2005-12-16,4.77
2005-12-23,4.71
2005-12-30,4.6
2006-01-06,4.62
2006-01-13,4.65
2006-01-20,4.59
2006-01-27,4.69
2006-02-03,4.75
2006-02-10,4.73
2006-02-17,4.76
2006-02-24,4.7
2006-03-03,4.76
2006-03-10,4.91
2006-03-17,4.9
2006-03-24,4.9
2006-03-31,5.01
2006-04-07,5.11
2006-04-14,5.22
2006-04-21,5.26
2006-04-28,5.3
2006-05-05,5.37
2006-05-12,5.37
2006-05-19,5.36
2006-05-26,5.29
2006-06-02,5.32
2006-06-09,5.21
2006-06-16,5.23
2006-06-23,5.35
2006-06-30,5.38
2006-07-07,5.34
2006-07-14,5.25
2006-07-21,5.23
2006-07-28,5.21
2006-08-04,5.14
2006-08-11,5.13
2006-08-18,5.11
2006-08-25,5.03
2006-09-01,4.98
2006-09-08,5.01
2006-09-15,4.99
2006-09-22,4.91
2006-09-29,4.81
2006-10-06,4.84
2006-10-13,4.99
2006-10-20,4.99
2006-10-27,4.97
2006-11-03,4.83
2006-11-10,4.83
2006-11-17,4.8
2006-11-24,4.76
2006-12-01,4.69
2006-12-08,4.69
2006-12-15,4.77
2006-12-22,4.82
2006-12-29,4.88
2007-01-05,4.84
2007-01-12,4.88
2007-01-19,4.96
2007-01-26,5.01
2007-02-02,5.04
2007-02-09,4.96
2007-02-16,4.95
2007-02-23,4.91
2007-03-02,4.78
2007-03-09,4.76
2007-03-16,4.78
2007-03-23,4.82
2007-03-30,4.89
2007-04-06,4.94
2007-04-13,5.0
2007-04-20,4.93
2007-04-27,4.92
2007-05-04,4.89
2007-05-11,4.89
2007-05-18,4.97
2007-05-25,5.07
2007-06-01,5.11
2007-06-08,5.21
2007-06-15,5.37
2007-06-22,5.33
2007-06-29,5.28
2007-07-06,5.27
2007-07-13,5.27
2007-07-20,5.19
2007-07-27,5.09
2007-08-03,5.0
2007-08-10,5.06
2007-08-17,5.05
2007-08-24,5.0
2007-08-31,4.9
2007-09-07,4.82
2007-09-14,4.73
2007-09-21,4.87
2007-09-28,4.92
2007-10-05,4.86
2007-10-12,4.95
2007-10-19,4.88
2007-10-26,4.72
2007-11-02,4.71
2007-11-09,4.68
2007-11-16,4.61
2007-11-23,4.49
2007-11-30,4.4
2007-12-07,4.46
2007-12-14,4.61
2007-12-21,4.58
2007-12-28,4.66
2008-01-04,4.43
2008-01-11,4.4
2008-01-18,4.32
2008-01-25,4.28
2008-02-01,4.35
2008-02-08,4.39
2008-02-15,4.49
2008-02-22,4.58
2008-02-29,4.56
2008-03-07,4.48
2008-03-14,4.39
2008-03-21,4.22
2008-03-28,4.32
2008-04-04,4.37
2008-04-11,4.33
2008-04-18,4.44
2008-04-25,4.52
2008-05-02,4.54
2008-05-09,4.58
2008-05-16,4.58
2008-05-23,4.56
2008-05-30,4.72
2008-06-06,4.7
2008-06-13,4.78
2008-06-20,4.81
2008-06-27,4.69
2008-07-04,4.59
2008-07-11,4.51
2008-07-18,4.62
2008-07-25,4.72
2008-08-01,4.66
2008-08-08,4.63
2008-08-15,4.58
2008-08-22,4.48
2008-08-29,4.43
2008-09-05,4.34
2008-09-12,4.28
2008-09-19,4.2
2008-09-26,4.48
2008-10-03,4.3
2008-10-10,4.28
2008-10-17,4.6
2008-10-24,4.46
2008-10-31,4.59
2008-11-07,4.58
2008-11-14,4.49
2008-11-21,4.14
2008-11-28,3.84
2008-12-05,3.44
2008-12-12,3.38
2008-12-19,3.04
2008-12-26,2.93
2009-01-02,3.02
2009-01-09,3.4
2009-01-16,3.23
2009-01-23,3.52
2009-01-30,3.74
2009-02-06,3.86
2009-02-13,3.8
2009-02-20,3.8
2009-02-27,3.87
2009-03-06,3.85
2009-03-13,3.86
2009-03-20,3.78
2009-03-27,3.69
2009-04-03,3.64
2009-04-10,3.8
2009-04-17,3.8
2009-04-24,3.9
2009-05-01,4.05
2009-05-08,4.17
2009-05-15,4.09
2009-05-22,4.22
2009-05-29,4.47
2009-06-05,4.55
2009-06-12,4.67
2009-06-19,4.54
2009-06-26,4.37
2009-07-03,4.3
2009-07-10,4.22
2009-07-17,4.39
2009-07-24,4.46
2009-07-31,4.47
2009-08-07,4.5
2009-08-14,4.42
2009-08-21,4.26
2009-08-28,4.18
2009-09-04,4.12
2009-09-11,4.18
2009-09-18,4.19
2009-09-25,4.15
2009-10-02,4.0
2009-10-09,4.04
2009-10-16,4.23
2009-10-23,4.2
2009-10-30,4.27
2009-11-06,4.32
2009-11-13,4.33
2009-11-20,4.19
2009-11-27,4.14
2009-12-04,4.18
2009-12-11,4.33
2009-12-18,4.38
2009-12-25,4.53
2010-01-01,4.58
2010-01-08,4.6
2010-01-15,4.55
2010-01-22,4.42
2010-01-29,4.42
2010-02-05,4.42
2010-02-12,4.48
2010-02-19,4.56
2010-02-26,4.48
2010-03-05,4.43
2010-03-12,4.51
2010-03-19,4.43
2010-03-26,4.53
2010-04-02,4.6
2010-04-09,4.63
2010-04-16,4.54
2010-04-23,4.5
2010-04-30,4.43
2010-05-07,4.2
2010-05-14,4.23
2010-05-21,4.04
2010-05-28,3.99
2010-06-04,4.05
2010-06-11,3.96
2010-06-18,4.0
2010-06-25,3.92
2010-07-02,3.76
2010-07-09,3.79
2010-07-16,3.83
2010-07-23,3.76
2010-07-30,3.83
2010-08-06,3.78
2010-08-13,3.65
2010-08-20,3.42
2010-08-27,3.32
2010-09-03,3.36
2010-09-10,3.48
2010-09-17,3.55
2010-09-24,3.48
2010-10-01,3.38
2010-10-08,3.38
2010-10-15,3.52
2010-10-22,3.56
2010-10-29,3.66
2010-11-05,3.65
2010-11-12,3.81
2010-11-19,3.94
2010-11-26,3.88
2010-12-03,3.91
2010-12-10,4.11
2010-12-17,4.27
2010-12-24,4.23
2010-12-31,4.21
2011-01-07,4.26
2011-01-14,4.26
2011-01-21,4.32
2011-01-28,4.29
2011-02-04,4.41
2011-02-11,4.52
2011-02-18,4.45
2011-02-25,4.31
2011-03-04,4.31
2011-03-11,4.33
2011-03-18,4.18
2011-03-25,4.22
2011-04-01,4.29
2011-04-08,4.35
2011-04-15,4.33
2011-04-22,4.23
2011-04-29,4.18
2011-05-06,4.07
2011-05-13,4.05
2011-05-20,3.99
2011-05-27,3.96
2011-06-03,3.89
2011-06-10,3.9
2011-06-17,3.9
2011-06-24,3.87
2011-07-01,4.05
2011-07-08,4.05
2011-07-15,3.89
2011-07-22,3.93
2011-07-29,3.91
2011-08-05,3.54
2011-08-12,3.23
2011-08-19,3.13
2011-08-26,3.12
2011-09-02,3.11
2011-09-09,2.9
2011-09-16,2.92
2011-09-23,2.68
2011-09-30,2.74
2011-10-07,2.63
2011-10-14,2.92
2011-10-21,2.92
2011-10-28,3.02
2011-11-04,2.8
2011-11-11,2.79
2011-11-18,2.73
2011-11-25,2.6
2011-12-02,2.72
2011-12-09,2.74
2011-12-16,2.63
2011-12-23,2.63
2011-12-30,2.62
2012-01-06,2.71
2012-01-13,2.66
2012-01-20,2.68
2012-01-27,2.77
2012-02-03,2.66
2012-02-10,2.77
2012-02-17,2.76
2012-02-24,2.79
2012-03-02,2.74
2012-03-09,2.78
2012-03-16,3.0
2012-03-23,3.07
2012-03-30,2.97
2012-04-06,2.98
2012-04-13,2.81
2012-04-20,2.76
2012-04-27,2.74
2012-05-04,2.72
2012-05-11,2.63
2012-05-18,2.46
2012-05-25,2.44
2012-06-01,2.29
2012-06-08,2.29
2012-06-15,2.32
2012-06-22,2.32
2012-06-29,2.33
2012-07-06,2.32
2012-07-13,2.21
2012-07-20,2.2
2012-07-27,2.15
2012-08-03,2.24
2012-08-10,2.36
2012-08-17,2.49
2012-08-24,2.47
2012-08-31,2.35
2012-09-07,2.36
2012-09-14,2.52
2012-09-21,2.6
2012-09-28,2.45
2012-10-05,2.45
2012-10-12,2.47
2012-10-19,2.55
2012-10-26,2.56
2012-11-02,2.49
2012-11-09,2.42
2012-11-16,2.31
2012-11-23,2.4
2012-11-30,2.37
2012-12-07,2.36
2012-12-14,2.44
2012-12-21,2.56
2012-12-28,2.5
2013-01-04,2.64
2013-01-11,2.67
2013-01-18,2.63
2013-01-25,2.66
2013-02-01,2.79
2013-02-08,2.8
2013-02-15,2.81
2013-02-22,2.8
2013-03-01,2.7
2013-03-08,2.78
2013-03-15,2.86
2013-03-22,2.77
2013-03-29,2.73
2013-04-05,2.64
2013-04-12,2.58
2013-04-19,2.51
2013-04-26,2.5
2013-05-03,2.49
2013-05-10,2.63
2013-05-17,2.74
2013-05-24,2.8
2013-05-31,2.93
2013-06-07,2.93
2013-06-14,3.0
2013-06-21,3.11
2013-06-28,3.26
2013-07-05,3.25
2013-07-12,3.36
2013-07-19,3.28
2013-07-26,3.3
2013-08-02,3.38
2013-08-09,3.39
2013-08-16,3.5
2013-08-23,3.61
2013-08-30,3.48
2013-09-06,3.59
2013-09-13,3.61
2013-09-20,3.53
2013-09-27,3.41
2013-10-04,3.42
2013-10-11,3.43
2013-10-18,3.41
2013-10-25,3.32
2013-11-01,3.34
2013-11-08,3.46
2013-11-15,3.53
2013-11-22,3.54
2013-11-29,3.52
2013-12-06,3.61
2013-12-13,3.6
2013-12-20,3.61
2013-12-27,3.66
2014-01-03,3.69
2014-01-10,3.63
2014-01-17,3.53
2014-01-24,3.47
2014-01-31,3.39
2014-02-07,3.37
2014-02-14,3.41
2014-02-21,3.42
2014-02-28,3.35
2014-03-07,3.37
2014-03-14,3.37
2014-03-21,3.36
2014-03-28,3.29
2014-04-04,3.35
2014-04-11,3.27
2014-04-18,3.23
2014-04-25,3.23
2014-05-02,3.2
2014-05-09,3.15
2014-05-16,3.12
2014-05-23,3.12
2014-05-30,3.05
2014-06-06,3.16
2014-06-13,3.17
2014-06-20,3.17
2014-06-27,3.12
2014-07-04,3.16
2014-07-11,3.11
2014-07-18,3.06
2014-07-25,3.01
2014-08-01,3.03
2014-08-08,3.0
2014-08-15,2.95
2014-08-22,2.93
2014-08-29,2.85
2014-09-05,2.93
2014-09-12,3.01
2014-09-19,3.1
2014-09-26,3.01
2014-10-03,2.92
2014-10-10,2.82
2014-10-17,2.67
2014-10-24,2.73
2014-10-31,2.78
2014-11-07,2.79
2014-11-14,2.8
2014-11-21,2.78
2014-11-28,2.68
2014-12-05,2.69
2014-12-12,2.55
2014-12-19,2.47
2014-12-26,2.54
2015-01-02,2.47
2015-01-09,2.29
2015-01-16,2.19
2015-01-23,2.17
2015-01-30,2.1
2015-02-06,2.18
2015-02-13,2.33
2015-02-20,2.49
2015-02-27,2.39
2015-03-06,2.51
2015-03-13,2.5
2015-03-20,2.36
2015-03-27,2.29
2015-04-03,2.28
2015-04-10,2.31
2015-04-17,2.3
2015-04-24,2.36
2015-05-01,2.47
2015-05-08,2.65
2015-05-15,2.74
2015-05-22,2.75
2015-05-29,2.64
2015-06-05,2.8
2015-06-12,2.88
2015-06-19,2.81
2015-06-26,2.9
2015-07-03,2.87
2015-07-10,2.78
2015-07-17,2.85
2015-07-24,2.73
2015-07-31,2.65
2015-08-07,2.58
2015-08-14,2.54
2015-08-21,2.49
2015-08-28,2.56
2015-09-04,2.63
2015-09-11,2.65
2015-09-18,2.67
2015-09-25,2.6
2015-10-02,2.49
2015-10-09,2.53
2015-10-16,2.46
2015-10-23,2.5
2015-10-30,2.53
2015-11-06,2.67
2015-11-13,2.76
2015-11-20,2.69
2015-11-27,2.65
2015-12-04,2.62
2015-12-11,2.58
2015-12-18,2.59
2015-12-25,2.6
2016-01-01,2.66
2016-01-08,2.6
2016-01-15,2.5
2016-01-22,2.44
2016-01-29,2.4
2016-02-05,2.3
2016-02-12,2.13
2016-02-19,2.19
2016-02-26,2.17
2016-03-04,2.25
2016-03-11,2.28
2016-03-18,2.3
2016-03-25,2.29
2016-04-01,2.22
2016-04-08,2.14
2016-04-15,2.16
2016-04-22,2.24
2016-04-29,2.3
2016-05-06,2.23
2016-05-13,2.17
2016-05-20,2.22
2016-05-27,2.25
2016-06-03,2.18
2016-06-10,2.07
2016-06-17,1.99
2016-06-24,2.05
2016-07-01,1.84
2016-07-08,1.71
2016-07-15,1.81
2016-07-22,1.9
2016-07-29,1.85
2016-08-05,1.87
2016-08-12,1.87
2016-08-19,1.91
2016-08-26,1.9
2016-09-02,1.91
2016-09-09,1.96
2016-09-16,2.1
2016-09-23,2.06
2016-09-30,1.97
2016-10-07,2.1
2016-10-14,2.18
2016-10-21,2.17
2016-10-28,2.22
2016-11-04,2.24
2016-11-11,2.41
2016-11-18,2.66
2016-11-25,2.7
2016-12-02,2.73
2016-12-09,2.79
2016-12-16,2.87
2016-12-23,2.86
2016-12-30,2.83
2017-01-06,2.75
2017-01-13,2.69
2017-01-20,2.74
2017-01-27,2.79
2017-02-03,2.8
2017-02-10,2.73
2017-02-17,2.8
2017-02-24,2.75
2017-03-03,2.78
2017-03-10,2.89
2017-03-17,2.91
2017-03-24,2.78
2017-03-31,2.76
2017-04-07,2.72
2017-04-14,2.67
2017-04-21,2.6
2017-04-28,2.68
2017-05-05,2.71
2017-05-12,2.77
2017-05-19,2.68
2017-05-26,2.65
2017-06-02,2.59
